timestamp,open,high,low,close,volume
2024-09-06,255.9500,262.0000,254.4000,260.0500,6409173
2024-09-05,248.0000,261.5000,246.0500,254.9000,9303946
2024-09-04,244.9500,245.0000,240.5000,242.9000,3147885
2024-09-03,246.9000,252.9000,245.3000,247.7500,2649594
2024-09-02,251.3500,252.3500,242.0000,244.4000,4120124
2024-08-30,253.0500,255.3500,248.8500,250.8000,1566058
2024-08-29,254.1500,256.3000,248.5500,252.2000,2298829
2024-08-28,257.3000,257.8000,252.2000,252.9500,1151367
2024-08-27,260.5000,261.5000,255.5000,256.0000,2511240
2024-08-26,264.7500,264.7500,258.0000,259.4000,2748986
2024-08-23,260.5000,269.7500,258.5000,262.7000,4034245
2024-08-22,264.9500,267.0000,256.1500,257.8000,3182446
2024-08-21,263.4000,264.4500,258.9500,259.9500,2123139
2024-08-20,261.5500,264.3000,257.1000,263.0000,210300500
2024-08-19,275.5000,280.0000,261.1500,262.3000,5753909
2024-08-16,262.8000,266.1000,257.1000,264.5000,1617284
2024-08-14,260.9000,264.4000,255.4500,259.6000,1812557
2024-08-13,265.0000,265.6000,256.0000,256.9000,2096536
2024-08-12,263.7500,266.5000,261.5000,263.4500,1819174
2024-08-09,267.3500,272.9000,265.7000,266.9000,4996447
2024-08-08,265.4000,267.5000,260.1000,265.6000,4698225
2024-08-07,261.0500,267.6500,251.8000,265.7500,5212353
2024-08-06,263.0500,274.9000,247.2000,249.0000,11734680
2024-08-05,256.9500,265.0000,248.9500,256.3000,13227090
2024-08-02,244.0000,278.4500,243.7500,262.4500,29788020
2024-08-01,231.4500,238.0000,228.0500,234.1000,7181740
2024-07-31,228.8500,230.0500,226.0000,229.5000,2090756
2024-07-30,226.3000,231.0000,225.1000,227.2000,2547752
2024-07-29,226.2000,229.5500,224.2500,226.9000,2067086
2024-07-26,219.7000,226.6000,216.8000,224.5500,1160880
2024-07-25,221.0000,223.9000,217.0000,219.0500,1781854
2024-07-24,217.8000,225.5000,215.7000,223.7000,1200245
2024-07-23,222.2500,223.6000,206.9500,217.8500,1522074
2024-07-22,214.0000,222.1000,214.0000,221.6500,1336497
2024-07-19,218.7500,220.4000,213.7500,218.8000,1767163
2024-07-18,218.4000,221.2500,210.2000,220.6000,1634461
2024-07-16,230.0000,230.5000,215.2000,217.4500,1895444
2024-07-15,225.0000,232.0000,225.0000,229.1000,2314153
2024-07-12,218.6000,223.4000,217.1500,222.4500,3677401
2024-07-11,211.7000,218.9000,211.4500,217.2000,1484420
2024-07-10,213.0000,213.5000,206.0000,211.2000,1157044
2024-07-09,208.6500,214.0000,206.6500,212.5000,1157112
2024-07-08,208.0500,210.0000,206.2000,207.9000,640979
2024-07-05,207.2500,208.4000,204.7500,207.5000,1004680
2024-07-04,208.6500,210.2500,206.6500,207.3000,944155
2024-07-03,209.8500,213.8000,205.3000,208.1500,2588799
2024-07-02,203.4500,209.8000,202.0000,209.0500,6328050
2024-07-01,199.9500,204.6000,194.6500,204.0500,3271471
2024-06-28,201.6000,203.9000,199.1500,200.3500,3625754
2024-06-27,198.0000,201.3000,196.0000,200.1500,2707388
2024-06-26,202.2500,203.5000,196.0500,197.3000,2503198
2024-06-25,202.0000,204.6500,200.0000,202.4000,2385294
2024-06-24,194.0000,199.6500,191.8500,198.8500,3817930
2024-06-21,198.0000,199.9000,193.1000,194.1000,1221682
2024-06-20,200.0000,201.9000,195.0000,196.9500,4273252
2024-06-19,190.0000,200.9000,189.5500,198.5500,12009160
2024-06-18,187.9000,189.0000,184.9000,188.7000,1465640
2024-06-14,185.5000,186.6000,184.1000,186.2000,848227
2024-06-13,183.5000,185.6500,180.1500,184.9000,4847406
2024-06-12,184.5000,184.9500,179.3000,179.7000,2778155
2024-06-11,182.3000,186.0000,180.0500,184.0500,5693348
2024-06-10,184.0000,186.5000,180.2000,181.8500,2587177
2024-06-07,182.2500,186.9000,180.7000,184.0500,3098447
2024-06-06,184.7500,185.7500,182.5500,183.6500,882378
2024-06-05,173.0500,185.3000,166.6500,183.7500,7444802
2024-06-04,176.9500,176.9500,146.8500,172.1000,5672431
2024-06-03,184.1000,185.3500,172.8000,175.1000,2677240
2024-05-31,178.9500,182.9500,171.2500,178.9000,3129487
2024-05-30,183.5500,185.0000,179.0000,180.5500,567946
2024-05-29,181.2000,185.4500,180.0000,183.2000,1190955
2024-05-28,184.8500,184.8500,180.4500,181.2500,779052
2024-05-27,184.1500,185.4000,178.3000,183.2500,4233142
2024-05-24,188.0000,188.0000,179.0000,182.9000,3030885
2024-05-23,186.7500,189.2500,184.5000,186.8000,2149574
2024-05-22,190.0000,190.0000,183.5500,185.5500,1515922
2024-05-21,194.3500,196.5000,188.7500,189.0500,1688562
2024-05-18,194.7500,195.8000,194.1500,194.8000,142280
2024-05-17,195.0000,195.9500,193.1500,194.7500,1767589
2024-05-16,193.2500,195.9000,189.0000,195.2000,1100021
2024-05-15,188.9500,193.3000,183.0000,191.9500,3993107
2024-05-14,192.5000,193.4500,182.1000,187.4500,4870217
2024-05-13,205.5000,207.3000,186.9000,193.7000,10111420
2024-05-10,196.0500,205.0000,189.7500,201.4000,8845102
2024-05-09,195.2000,199.7500,193.2000,195.3000,1866116
2024-05-08,190.9500,196.0000,187.4000,195.4000,2971949
2024-05-07,196.0000,196.3500,182.2500,191.6500,4325342
2024-05-06,198.3000,201.9500,194.5000,195.7500,5418627
2024-05-03,196.9000,200.3500,193.0500,197.2500,1297466
2024-05-02,193.8500,195.9000,192.7000,195.4000,711209
2024-04-30,194.7500,197.0000,192.2000,193.0500,2869770
2024-04-29,189.6500,194.3000,186.4000,193.6000,3568246
2024-04-26,188.5500,190.4000,186.3000,188.1500,2392466
2024-04-25,184.1500,188.7500,182.3500,184.7500,2000066
2024-04-24,189.0000,189.1500,183.1500,184.4000,937179
2024-04-23,195.1500,195.1500,186.5500,187.5500,2084551
2024-04-22,193.0000,197.8000,190.9000,193.3500,2604576
2024-04-19,182.1000,190.9500,181.4500,189.2000,920209
2024-04-18,188.7000,189.4500,182.9000,185.1500,3196001
2024-04-16,187.0000,189.1500,183.9500,186.7500,5527699
2024-04-15,184.0000,192.4000,184.0000,188.1000,5049412
2024-04-12,196.2500,199.7500,190.5000,192.4500,1861164
2024-04-10,195.2000,199.5500,194.0000,196.8000,2656530
2024-04-09,192.7500,195.4000,188.7000,193.7000,2299622
2024-04-08,191.9000,194.0000,190.5000,191.8000,1836574
2024-04-05,188.0500,191.9000,187.3000,190.5000,1389608
2024-04-04,180.0000,188.0500,180.0000,186.9500,4082713
2024-04-03,181.9500,181.9500,177.8500,178.4000,752721
2024-04-02,184.8000,184.8500,180.6500,183.0500,2152436
2024-04-01,184.0000,188.0000,183.0000,184.5500,2255780
2024-03-28,179.9500,184.7000,176.0000,182.3500,2890892
2024-03-27,183.9000,188.9500,177.2000,179.5000,4031989
2024-03-26,173.3500,183.5000,172.1500,182.6000,2322040
2024-03-22,170.5000,174.9000,169.1000,174.1000,1536908
2024-03-21,167.7500,171.0000,166.4000,169.3500,3826884
2024-03-20,159.7500,166.7000,159.0000,165.7000,3853974
2024-03-19,158.5000,161.4500,156.5000,158.0000,821538
2024-03-18,162.3500,164.4500,157.3000,158.2000,1359082
2024-03-15,153.0000,161.5000,152.4500,159.9000,3231392
2024-03-14,146.0500,157.3000,144.3000,152.7500,1746760
2024-03-13,158.3500,158.3500,147.4000,148.5500,1915200
2024-03-12,156.8000,157.8000,152.2000,156.8000,967915
2024-03-11,160.7500,163.2000,148.9500,154.8000,4423475
2024-03-07,161.6000,163.6000,158.6500,159.9500,1537692
2024-03-06,163.4500,164.0000,157.7000,161.6000,193093400
2024-03-05,171.5500,171.5500,164.0500,166.0500,729326
2024-03-04,168.3000,175.5000,168.0000,169.7500,3588083
2024-03-01,167.6000,173.4500,165.7000,166.5000,3134238
2024-02-29,157.1000,168.8000,155.4500,165.5000,2885673
2024-02-28,161.6500,162.0000,155.3000,159.1500,1106389
2024-02-27,164.1000,164.1000,158.0000,161.2500,755149
2024-02-26,165.0500,168.4000,163.2000,164.1000,959127
2024-02-23,162.9500,164.8000,160.7000,164.0000,920638
2024-02-22,159.9500,163.0000,156.5000,162.0000,4737856
2024-02-21,162.0500,167.8500,157.7000,158.7500,4142597
2024-02-20,159.9000,163.9000,158.7000,161.0000,3626543
2024-02-19,157.5000,160.4000,155.4000,157.4500,4896075
2024-02-16,156.9500,160.0000,155.3500,156.7000,4849929
2024-02-15,156.7500,159.2000,154.0000,154.8500,3153947
2024-02-14,153.2000,153.8000,150.0500,152.2000,3175771
2024-02-13,154.6000,157.8000,149.4000,154.7500,3220137
2024-02-12,151.0000,158.7000,149.4500,153.7500,13412530
2024-02-09,146.9000,151.4500,142.3000,149.4500,11493610
2024-02-08,142.9500,147.4500,139.1000,144.0000,10821790
2024-02-07,140.8000,142.8500,139.7000,140.6000,4262669
2024-02-06,140.5500,141.9500,138.0500,140.2000,1568208
2024-02-05,144.6500,145.2500,139.0500,140.1000,3876295
2024-02-02,141.6000,145.0000,141.6000,143.8500,3186318
2024-02-01,140.4500,143.5000,138.6000,140.5500,2770299
2024-01-31,139.3500,142.0000,138.0500,139.5000,5062476
2024-01-30,135.6500,138.7500,134.6500,137.2000,5238436
2024-01-29,136.9000,137.7000,132.4000,135.6000,2781753
2024-01-25,135.7000,138.2000,132.8000,136.0000,5390853
2024-01-24,131.7500,137.0000,129.8000,136.2500,2068303
2024-01-23,136.0000,137.2500,128.1000,130.0500,6578089
2024-01-22,135.0000,135.0000,135.0000,135.0000,0
2024-01-20,135.1500,136.9500,132.1000,133.1000,1115954
2024-01-19,130.8000,135.4500,128.0000,135.0000,3916555
2024-01-18,128.2000,129.8500,121.7000,129.4000,4678490
2024-01-17,132.2000,132.4500,126.6500,127.3000,5159697
2024-01-16,135.1500,135.3000,131.2000,133.5500,1740026
2024-01-15,139.8000,139.8000,132.7500,133.4000,4917105
2024-01-12,140.0500,141.5500,136.9500,139.6000,2150226
2024-01-11,135.1500,138.9500,135.1500,138.2500,3366022
2024-01-10,134.4000,136.1500,132.3500,134.6500,2883725
2024-01-09,133.0500,135.0000,132.6000,134.4500,1769125
2024-01-08,133.7000,133.7000,130.0000,132.8000,1927259
2024-01-05,130.9000,134.2500,129.0000,133.1500,4850704
2024-01-04,128.5000,130.8000,126.4500,129.9500,2968442
2024-01-03,128.7500,130.3000,127.1500,127.5500,3187967
2024-01-02,126.5500,129.5000,125.5000,128.8000,5381537
2024-01-01,124.6000,125.6000,123.1000,124.5000,2426061
2023-12-29,124.0000,125.4500,123.2000,123.7000,2863821
2023-12-28,124.9000,125.4500,120.7000,123.2000,5545227
2023-12-27,125.8000,127.5000,125.5000,127.0500,1743880
2023-12-26,128.4500,128.6000,124.3000,125.0000,984606
2023-12-22,130.3000,131.0000,125.3000,128.4500,5187422
2023-12-21,122.0000,128.7500,120.2500,127.5500,3215628
2023-12-20,130.3000,131.0000,123.1500,124.6000,2743183
2023-12-19,129.0000,131.7500,127.3000,130.2000,6171779
2023-12-18,123.5500,129.0000,121.5500,128.6000,7185410
2023-12-15,124.5000,124.9500,122.5500,123.6500,939478
2023-12-14,120.5500,124.9000,120.5500,124.1000,6307879
2023-12-13,116.9000,120.5000,116.0000,120.0000,1616216
2023-12-12,119.0000,119.3000,114.2500,116.7000,1859798
2023-12-11,120.4000,120.4000,117.6000,118.3500,1396572
2023-12-08,122.2500,123.9000,119.3000,119.9000,4118410
2023-12-07,119.3500,122.3000,118.3500,121.8000,4335500
2023-12-06,117.0000,119.7000,116.6500,118.9000,1451652
2023-12-05,118.0000,118.2500,116.3000,116.6500,2097135
2023-12-04,118.5000,119.0000,116.2500,117.3000,1662245
2023-12-01,118.3000,118.3000,115.2000,116.2500,3198242
2023-11-30,118.8000,120.6500,116.0500,118.7500,6552077
2023-11-29,116.1500,119.2500,114.0000,116.7000,303979200
2023-11-28,114.9500,116.9000,113.5000,113.8000,2329538
2023-11-24,114.1000,116.0000,112.8000,113.2000,3107657
2023-11-23,113.1500,115.7500,112.5000,112.9500,2757164
2023-11-22,116.0000,117.8500,114.3500,115.2500,4137602
2023-11-21,118.6000,119.1000,116.0500,116.5000,1491378
2023-11-20,122.5500,123.4500,117.3000,118.1000,1858610
2023-11-17,122.0000,124.9500,121.5000,122.1500,3895713
2023-11-16,121.0500,122.6000,120.8000,121.9000,1500431
2023-11-15,123.4000,125.1000,119.8500,120.2000,2204758
2023-11-13,123.0000,123.1000,121.5500,122.1500,1126334
2023-11-10,122.3500,123.3000,120.6500,121.3000,3439822
2023-11-09,125.5000,125.5000,121.3500,121.8500,2662725
2023-11-08,122.0000,125.7000,121.2500,125.1000,6958535
2023-11-07,123.9500,126.1000,120.5000,121.3500,11662400
2023-11-06,119.6000,123.9000,118.2500,123.3000,8078443
2023-11-03,108.8500,120.0000,108.6500,116.4000,8299597
2023-11-02,105.0000,108.0000,105.0000,107.5000,2191687
2023-11-01,105.4500,107.0500,103.2500,103.7000,3091400
2023-10-31,107.9500,108.1000,104.3000,105.1500,2556086
2023-10-30,106.0500,108.5500,105.6500,107.7000,2889942
2023-10-27,107.1000,109.1500,105.0000,105.8500,3215213
2023-10-26,107.9500,108.0000,101.2000,106.4500,3664832
2023-10-25,106.1500,109.4000,105.5500,108.1500,4540367
2023-10-23,113.6500,113.9500,106.8000,108.9000,4515820
2023-10-20,113.5000,114.3500,112.2000,113.4000,4506009
2023-10-19,112.0000,113.1000,110.8000,111.7000,2987551
2023-10-18,114.2500,115.0000,109.5000,113.2000,7608251
2023-10-17,112.5000,114.1000,111.4000,113.9000,4209502
2023-10-16,111.8000,112.8000,110.7500,111.5000,2837129
2023-10-13,110.0000,111.9000,109.3000,111.0500,2935725
2023-10-12,110.1500,113.2500,108.6500,109.8000,8939176
2023-10-11,106.9000,109.7500,106.6500,109.1000,6537105
2023-10-10,105.0000,107.9000,104.7000,106.1000,3580916
2023-10-09,104.0000,105.0500,101.0000,103.8500,3121018
2023-10-06,106.3000,107.2000,104.0000,104.4000,4256769
2023-10-05,102.5000,107.6500,102.4000,105.4500,8743151
2023-10-04,104.7500,104.7500,100.4500,100.7500,2823450
2023-10-03,101.2500,105.9000,100.0000,105.3000,6121651
2023-09-29,99.9400,102.7300,99.6100,101.5200,1368559
2023-09-28,100.5900,100.5900,99.3000,99.9300,903730
2023-09-27,99.8000,101.1900,98.5500,100.0800,986263
2023-09-26,98.6500,100.4000,97.9100,99.8800,2499036
2023-09-25,100.2000,100.8000,97.8100,98.4900,1276088
2023-09-22,99.2600,101.3900,98.6500,99.8500,2267483
2023-09-21,99.9000,100.9800,98.2600,99.2000,1271500
2023-09-20,101.1100,104.9000,99.3100,99.9600,3379596
2023-09-18,103.5500,105.0000,101.6500,102.1400,4454564
2023-09-15,100.2600,104.4200,100.2600,103.0400,9230222
2023-09-14,98.5200,100.1000,98.2200,99.4500,2531375
2023-09-13,98.7200,100.7900,97.0700,97.9100,1900159
2023-09-12,102.2100,102.5500,96.4700,98.7200,3497216
2023-09-11,99.8100,102.5000,99.2100,101.3400,2460624
2023-09-08,100.6500,100.9400,99.0500,99.4600,1302603
2023-09-07,98.5200,101.6400,98.2500,100.0000,6566638
2023-09-06,98.3000,98.8300,97.6000,98.1700,2063516
2023-09-05,98.1100,99.3200,97.0500,98.2200,3803270
2023-09-04,97.2400,98.5700,97.2400,98.0500,3305917
2023-09-01,98.4900,98.4900,96.8100,97.2300,3322817
2023-08-31,99.9900,100.8200,96.7100,97.6400,7432281
2023-08-30,98.1100,100.5500,97.3500,99.8800,10274170
2023-08-29,92.6100,94.9800,92.6100,94.6500,4402511
2023-08-28,95.5600,96.0000,91.0000,92.3300,155896300
2023-08-25,93.1600,93.1600,90.0800,90.9400,2558147
2023-08-24,95.6900,95.7900,93.2200,93.7900,2203238
2023-08-23,93.3300,95.0000,92.0800,94.2800,4901424
2023-08-22,90.2400,94.2500,90.1800,91.9100,4365695
2023-08-21,90.2000,90.4000,88.1600,89.7200,2985817
2023-08-18,91.0500,91.4300,89.1000,89.3800,1956669
2023-08-17,92.3500,93.2500,90.4700,91.0300,2824991
2023-08-16,92.0100,95.6000,91.5000,91.9000,4950356
2023-08-14,93.4000,93.4000,91.3600,92.8000,1809208
2023-08-11,94.5200,95.2700,93.0100,93.4200,2362744
2023-08-10,94.0000,96.1000,93.2500,94.2500,4581940
2023-08-09,93.6500,94.8500,91.6100,94.1100,7127309
2023-08-08,98.2000,100.2700,92.8000,93.4600,9261792
2023-08-07,97.0000,102.8500,96.3700,97.6600,17230620
2023-08-04,89.0000,98.3900,88.4400,95.4300,14105560
2023-08-03,81.0000,88.4600,80.9900,86.2200,3861614
2023-08-02,84.3100,85.9000,82.6900,84.9000,1651816
2023-08-01,84.5000,85.7000,84.2500,84.7000,1085964
2023-07-31,86.9500,87.1000,83.7500,84.0700,3157348
2023-07-28,85.9900,87.2700,83.8400,86.8600,4220101
2023-07-27,83.0000,86.1000,82.8100,84.9200,5957817
2023-07-26,83.0000,84.6000,82.4300,83.3500,2032038
2023-07-25,81.2000,83.1800,79.3500,82.5800,3379555
2023-07-24,80.6100,82.4000,80.6100,81.2700,3282052
2023-07-21,77.9900,80.6400,77.4000,80.3100,5108565
2023-07-20,78.0000,79.1000,77.3200,77.6400,2681151
2023-07-19,78.9100,80.3600,77.3000,77.6600,2765319
2023-07-18,80.5100,80.6900,76.5000,78.4400,4829967
2023-07-17,83.0100,83.3500,79.5000,80.1800,1179480
2023-07-14,83.9000,85.2500,81.6100,82.4700,4842857
2023-07-13,77.8000,84.5000,77.6000,82.3500,5533252
2023-07-12,77.4700,78.8000,77.2000,77.4700,2342531
2023-07-11,75.0000,76.9500,74.8400,76.7700,3132586
2023-07-10,73.5000,75.5000,73.4500,74.8400,1124921
2023-07-07,74.8000,74.8100,73.0500,73.2200,1169022
2023-07-06,74.4000,75.2500,74.2700,74.7200,1987359
2023-07-05,74.8000,75.1000,73.6900,74.1200,1722209
2023-07-04,75.8100,76.1700,74.6000,74.8100,1625706
2023-07-03,75.4100,77.2000,74.6100,75.6800,3872311
2023-06-30,74.9200,75.4500,74.1000,75.0700,2059537
2023-06-29,76.1300,76.1300,76.1300,76.1300,0
2023-06-28,76.9000,76.9700,74.7000,74.8800,1000578
2023-06-27,75.0700,76.9900,74.8900,76.1300,1500548
2023-06-26,74.0500,75.2300,73.9000,74.8100,693811
2023-06-23,73.8500,75.2300,72.5500,74.1100,3391772
2023-06-22,75.5000,75.8300,73.7500,74.4200,2423262
2023-06-21,76.0000,77.2600,74.7500,75.1100,1952401
2023-06-20,76.0000,76.4000,74.8300,75.9300,1265062
2023-06-19,74.5100,77.0000,74.1000,75.8300,2113569
2023-06-16,75.6900,76.0000,73.9000,74.3400,3182328
2023-06-15,74.3600,76.0700,73.0500,75.1100,3612952
2023-06-14,78.2900,78.4800,73.2500,74.0700,5057843
2023-06-13,78.0000,78.8000,76.6600,78.2800,5209063
2023-06-12,78.2400,80.3000,76.4500,77.7900,4550630
2023-06-09,77.0000,77.9500,75.8900,77.5700,5082774
2023-06-08,74.8000,76.3000,73.6900,75.8000,7349500
2023-06-07,72.3800,75.0000,72.3700,74.5400,5856587
2023-06-06,71.4300,73.1400,71.3200,72.3600,4715942
2023-06-05,71.2000,72.1500,69.5700,71.2800,5117052
2023-06-02,69.4000,73.2000,69.4000,71.1900,6556794
2023-06-01,68.8000,68.8000,67.6100,67.9200,1943110
2023-05-31,67.2500,70.0000,66.2500,68.5300,4176284
2023-05-30,67.1300,68.3300,66.5100,66.8300,1885435
2023-05-29,67.4200,68.3700,66.5900,67.0800,4034689
2023-05-26,67.2000,68.2300,65.7700,67.2900,4266481
2023-05-25,64.4500,68.1000,64.4500,67.3200,6002839
2023-05-24,62.8400,64.7000,62.7500,64.4400,5362127
2023-05-23,63.2000,63.9900,62.7000,63.2500,3477192
2023-05-22,64.5400,66.8500,62.0500,63.5700,11211030
2023-05-19,63.9500,64.9900,63.2100,64.5400,3246756
2023-05-18,64.1100,64.5800,63.0500,63.4500,2356451
2023-05-17,62.9200,64.0000,62.2600,63.3300,2292535
2023-05-16,63.9900,64.9000,62.4500,62.9200,1875562
2023-05-15,61.9900,64.1000,61.9400,63.6800,3245716
2023-05-12,62.5100,63.6000,61.6100,62.5700,5323990
2023-05-11,62.5000,63.5000,62.0000,62.5100,2816901
2023-05-10,60.8200,62.9000,60.8200,61.7000,2913035
2023-05-09,64.8000,64.8000,60.3500,60.9400,5814501
2023-05-08,64.4100,66.1500,63.5800,64.8900,22972560
2023-05-05,65.3100,66.7000,64.2600,65.4100,4355705
2023-05-04,63.2000,66.6000,63.2000,65.6300,6014387
2023-05-03,63.0700,65.0000,62.3000,63.4300,3522141
2023-05-02,64.1000,65.7000,63.0000,63.4300,6290854
2023-04-28,60.8100,66.0000,59.5800,64.7500,14904223
2023-04-27,58.5200,61.1000,58.3200,60.7100,7483381
2023-04-26,57.8200,58.9700,57.0700,58.2300,4602234
2023-04-25,56.3000,60.5800,56.3000,57.7900,12686660
2023-04-24,55.2000,56.3300,54.7500,55.9600,2714408
2023-04-21,54.4700,56.6600,54.1000,56.0300,7780319
2023-04-20,54.4500,54.4500,53.6700,54.2100,1181241
2023-04-19,53.5000,55.9000,53.2000,54.1400,6906690
2023-04-18,54.0000,54.1900,53.0600,53.3500,2295547
2023-04-17,54.0500,54.2200,53.0500,53.9100,1663201
2023-04-13,52.9100,54.1700,52.8700,53.8300,2242680
2023-04-12,54.0200,54.2000,52.8700,53.1600,1797430
2023-04-11,54.3100,55.3100,53.2600,53.9300,3935918
2023-04-10,52.0500,54.2000,51.8000,53.9700,3869051
2023-04-06,51.7600,52.4400,51.3000,52.1300,2265806
2023-04-05,51.9600,52.8500,51.6200,51.7500,2571872
